key,Sexe,AnneeNaissance,CSP,AgeDec,ClubJDR,NbJeuJoue,FreqJeu,DureeMoyPartie,PJMJ,Conv,AchatJDR,NbUniversAchat,NbOuvrageAche,DpnsAnnull
23,H,1986-1990,Employe,15-16,Non,21+,3/an,5-6 h ,MJ,Oui,Oui,16+,51+,200-500 
24,H,1991-1995,Etudiant,15-16,Oui,2-5,1/mois,5-6 h ,Les 2,Non,Non,,,
25,H,1971-1975,Employe,10,Oui,21+,1/mois,5-6 h ,Les 2,Oui,Oui,16+,51+,50-100 
26,H,1986-1990,Cadre +,15-16,Oui,6-10,3/an,7 h +,Les 2,Oui,Oui,2-5,7-10,20 
27,H,1981-1985,Cadre +,13-14,Oui,6-10,3/an,3-4 h ,Les 2,Oui,Oui,6-10,16-20,50-100 
28,F,1981-1985,Cadre +,15-16,Non,6-10,2/mois,3-4 h ,Les 2,Non,Oui,2-5,4-6,20-50 
29,H,1976-1980,En recherche d'emploi,15-16,Non,6-10,1/mois,3-4 h ,Les 2,Non,Oui,6-10,31-50,50-100 
30,H,1986-1990,Employe,13-14,Non,21+,1/mois,5-6 h ,Les 2,Oui,Oui,6-10,31-50,20-50 
31,F,1986-1990,Cadre +,10,Oui,21+,1/mois,5-6 h ,Les 2,Oui,Oui,6-10,16-20,20-50 
32,H,1986-1990,Cadre +,21-22,Oui,2-5,1/an,5-6 h ,Les 2,Non,Oui,2-5,1,20 
33,H,1971-1975,Employe,11-12,Oui,21+,1/mois,5-6 h ,Les 2,Non,Oui,16+,51+,500+ 
34,H,1966-1970,Employe,15-16,Oui,11-20,3/an,5-6 h ,MJ,Oui,Oui,16+,51+,100-200 
35,H,1981-1985,Cadre +,11-12,Oui,21+,2/mois,5-6 h ,Les 2,Oui,Oui,16+,51+,100-200 
36,H,1976-1980,Employe,13-14,Oui,21+,2/mois,5-6 h ,Les 2,Oui,Oui,16+,51+,20 
37,H,1976-1980,Travailleur independant,10,Oui,21+,1/semaine,5-6 h ,Les 2,Oui,Oui,16+,51+,500+ 
38,H,1976-1980,Employe,13-14,Oui,21+,1/mois,5-6 h ,Les 2,Oui,Oui,11-15,31-50,50-100 
39,H,1976-1980,Profession intermediaire,10,Oui,6-10,2/mois,5-6 h ,Les 2,Oui,Oui,16+,51+,200-500 
40,H,1976-1980,Cadre +,13-14,Oui,11-20,3/an,5-6 h ,Les 2,Oui,Oui,11-15,51+,200-500 
41,H,1976-1980,Profession intermediaire,11-12,Non,2-5,3/an,5-6 h ,PJ,Non,Non,,,
42,H,1981-1985,Cadre +,15-16,Oui,11-20,2/mois,5-6 h ,Les 2,Oui,Oui,6-10,16-20,50-100 
43,H,1991-1995,Etudiant,15-16,Oui,2-5,2/mois,5-6 h ,Les 2,Oui,Non,,,
44,H,1976-1980,Employe,15-16,Non,6-10,1/mois,3-4 h ,Les 2,Oui,Oui,2-5,11-15,100-200 
45,H,1991-1995,Profession intermediaire,15-16,Oui,11-20,3/an,3-4 h ,Les 2,Oui,Oui,2-5,21-30,50-100 
46,H,1971-1975,Cadre +,15-16,Oui,21+,3/an,7 h +,Les 2,Oui,Oui,16+,51+,500+ 
47,H,1981-1985,Cadre +,13-14,Oui,21+,1/mois,3-4 h ,Les 2,Oui,Oui,16+,51+,200-500 
48,H,1976-1980,Employe,10,Non,11-20,Je ne joue plus vraiment,3-4 h ,Les 2,Oui,Oui,11-15,51+,20-50 
49,F,1986-1990,Cadre +,17-18,Oui,11-20,1/mois,3-4 h ,PJ,Oui,Oui,1,2 ou 3,20 
50,F,1991-1995,Etudiant,15-16,Oui,11-20,1/semaine,3-4 h ,PJ,Oui,Oui,6-10,2 ou 3,20-50 
51,H,1981-1985,Cadre +,10,Oui,21+,1/mois,5-6 h ,MJ,Non,Oui,16+,51+,200-500 
52,F,1971-1975,Profession intermediaire,10,Non,6-10,3/an,5-6 h ,Les 2,Oui,Oui,2-5,7-10,20 
53,H,1986-1990,Employe,15-16,Oui,6-10,1/mois,3-4 h ,Les 2,Oui,Oui,2-5,51+,50-100 
54,H,1976-1980,Cadre +,15-16,Oui,21+,1/semaine,3-4 h ,Les 2,Oui,Oui,11-15,11-15,50-100 
55,H,1976-1980,Cadre +,23-24,Non,6-10,3/an,5-6 h ,Les 2,Oui,Oui,11-15,31-50,200-500 
56,H,1971-1975,Cadre +,17-18,Non,6-10,Je ne joue plus vraiment,5-6 h ,Les 2,Non,Oui,2-5,16-20,20 
57,H,1981-1985,Cadre +,11-12,Oui,21+,2/mois,3-4 h ,Les 2,Oui,Oui,6-10,21-30,50-100 
58,H,1981-1985,Etudiant,13-14,Oui,6-10,1/semaine,3-4 h ,MJ,Oui,Oui,6-10,31-50,200-500 
59,H,1986-1990,Cadre +,11-12,Oui,11-20,3/an,5-6 h ,MJ,Oui,Oui,2-5,51+,100-200 
60,H,1991-1995,En recherche d'emploi,13-14,Non,2-5,Je ne joue plus vraiment,5-6 h ,MJ,Oui,Oui,2-5,16-20,50-100 
61,H,1991-1995,Etudiant,15-16,Oui,6-10,1/mois,3-4 h ,Les 2,Oui,Oui,2-5,7-10,50-100 
62,H,1981-1985,Sans activite,15-16,Oui,2-5,1/semaine,3-4 h ,PJ,Non,Oui,2-5,21-30,20 
63,H,1976-1980,Profession intermediaire,15-16,Oui,11-20,2/mois,3-4 h ,Les 2,Oui,Oui,6-10,51+,50-100 
64,H,1986-1990,Cadre +,15-16,Non,2-5,1/mois,5-6 h ,MJ,Non,Oui,1,1,20 
65,H,1991-1995,Etudiant,11-12,Oui,21+,2/mois,5-6 h ,Les 2,Oui,Oui,2-5,16-20,100-200 
66,H,1971-1975,Cadre +,11-12,Oui,21+,1/semaine,1-2 h ,Les 2,Non,Oui,2-5,16-20,20 
67,H,1991-1995,Etudiant,15-16,Non,2-5,3/an,3-4 h ,Les 2,Oui,Oui,1,2 ou 3,20 
68,H,1981-1985,Cadre +,13-14,Oui,11-20,1/an,5-6 h ,Les 2,Oui,Oui,2-5,11-15,20 
69,H,1966-1970,Employe,13-14,Oui,21+,1/mois,5-6 h ,Les 2,Oui,Oui,11-15,51+,50-100 
70,H,1966-1970,Profession intermediaire,13-14,Oui,11-20,1/semaine,5-6 h ,Les 2,Non,Oui,2-5,11-15,20-50 
71,H,1971-1975,Cadre +,11-12,Oui,21+,3/an,7 h +,Les 2,Non,Oui,11-15,51+,200-500 
72,F,1986-1990,En recherche d'emploi,15-16,Oui,21+,2/mois,5-6 h ,Les 2,Oui,Oui,6-10,31-50,50-100 
73,H,1981-1985,Cadre +,11-12,Oui,11-20,1/semaine,3-4 h ,Les 2,Non,Oui,2-5,31-50,100-200 
74,H,1986-1990,En recherche d'emploi,23-24,Oui,6-10,1/mois,3-4 h ,Les 2,Oui,Oui,2-5,4-6,50-100 
75,H,1976-1980,Cadre +,13-14,Oui,6-10,Je ne joue plus vraiment,5-6 h ,Les 2,Non,Oui,2-5,7-10,20 
76,H,1986-1990,Etudiant,19-20,Oui,6-10,1/semaine,5-6 h ,Les 2,Oui,Oui,2-5,2 ou 3,20-50 
77,H,1986-1990,Travailleur independant,13-14,Oui,11-20,1/semaine,3-4 h ,Les 2,Oui,Oui,2-5,11-15,20-50 
78,H,1971-1975,Cadre +,11-12,Oui,21+,1/semaine,5-6 h ,Les 2,Oui,Oui,16+,51+,200-500 
79,H,1961-1965,Cadre +,15-16,Oui,21+,1/semaine,3-4 h ,Les 2,Oui,Oui,16+,51+,500+ 
80,H,1971-1975,Cadre +,11-12,Oui,11-20,3/an,Le week end,Les 2,Oui,Oui,2-5,31-50,20-50 
81,H,1981-1985,Cadre +,15-16,Oui,21+,1/semaine,3-4 h ,Les 2,Oui,Oui,16+,51+,200-500 
82,F,1981-1985,Cadre +,17-18,Oui,21+,1/mois,3-4 h ,PJ,Oui,Oui,2-5,16-20,20 
83,H,1991-1995,Etudiant,13-14,Oui,11-20,2/mois,3-4 h ,Les 2,Non,Oui,2-5,7-10,20-50 
84,H,1971-1975,En recherche d'emploi,17-18,Non,6-10,2/mois,7 h +,PJ,Non,Oui,2-5,31-50,50-100 
85,H,1976-1980,Cadre +,13-14,Oui,21+,3/an,5-6 h ,PJ,Non,Oui,2-5,11-15,20 
86,H,1966-1970,Profession intermediaire,17-18,Oui,11-20,2/mois,5-6 h ,MJ,Oui,Oui,2-5,51+,100-200 
87,H,1966-1970,Cadre +,10,Oui,21+,1/semaine,3-4 h ,Les 2,Oui,Oui,2-5,2 ou 3,20 
88,H,1991-1995,Etudiant,15-16,Oui,2-5,Je ne joue plus vraiment,3-4 h ,Les 2,Non,Oui,1,2 ou 3,20 
89,F,1986-1990,En recherche d'emploi,19-20,Oui,21+,2/mois,5-6 h ,Les 2,Oui,Oui,2-5,4-6,20 
90,H,1976-1980,Cadre +,10,Oui,21+,2/mois,3-4 h ,Les 2,Oui,Oui,16+,51+,100-200 
91,H,1981-1985,Cadre +,17-18,Oui,2-5,Je ne joue plus vraiment,3-4 h ,Les 2,Oui,Oui,6-10,21-30,50-100 
92,H,1981-1985,Employe,25-30,Oui,11-20,3/an,3-4 h ,Les 2,Oui,Oui,16+,31-50,200-500 
93,H,1976-1980,Cadre +,11-12,Oui,21+,2/mois,3-4 h ,Les 2,Oui,Oui,16+,51+,200-500 
94,H,1986-1990,Travailleur independant,10,Oui,6-10,3/an,5-6 h ,Les 2,Oui,Oui,6-10,16-20,50-100 
95,H,1991-1995,En recherche d'emploi,13-14,Non,21+,2/mois,5-6 h ,Les 2,Oui,Oui,2-5,16-20,50-100 
96,H,1976-1980,Employe,13-14,Oui,21+,1/mois,5-6 h ,Les 2,Oui,Oui,16+,51+,200-500 
97,H,1976-1980,Employe,15-16,Oui,21+,1/semaine,5-6 h ,MJ,Non,Oui,16+,51+,100-200 
98,F,1981-1985,En recherche d'emploi,17-18,Non,6-10,1/mois,5-6 h ,Les 2,Non,Oui,2-5,4-6,50-100 
99,H,1961-1965,Travailleur independant,15-16,Oui,21+,3/an,7 h +,Les 2,Oui,Oui,6-10,51+,20 
100,F,1971-1975,Employe,21-22,Oui,6-10,3/an,3-4 h ,PJ,Oui,Non,,,
101,H,1966-1970,Travailleur independant,15-16,Non,2-5,1/mois,3-4 h ,Les 2,Non,Oui,2-5,21-30,100-200 
102,F,1971-1975,Cadre +,15-16,Oui,11-20,2/mois,5-6 h ,Les 2,Oui,Oui,2-5,11-15,20-50 
103,H,1981-1985,En recherche d'emploi,19-20,Oui,21+,1/semaine,5-6 h ,MJ,Oui,Oui,6-10,4-6,50-100 
104,H,1976-1980,Cadre +,13-14,Oui,11-20,2/mois,5-6 h ,Les 2,Oui,Oui,11-15,51+,100-200 
105,H,1981-1985,Cadre +,11-12,Oui,21+,1/mois,5-6 h ,Les 2,Oui,Oui,6-10,11-15,20-50 
106,H,1981-1985,Cadre +,10,Oui,21+,1/mois,5-6 h ,Les 2,Oui,Oui,6-10,51+,20 
107,H,1981-1985,Employe,13-14,Oui,21+,3/an,5-6 h ,Les 2,Non,Oui,6-10,21-30,20-50 
108,H,1976-1980,Cadre +,13-14,Oui,21+,3/an,7 h +,PJ,Non,Oui,2-5,21-30,20 
109,F,1991-1995,Etudiant,17-18,Non,11-20,1/mois,7 h +,Les 2,Oui,Non,,,
110,H,1971-1975,Cadre +,13-14,Oui,21+,1/semaine,Le week end,Les 2,Non,Oui,11-15,51+,100-200 
111,H,1976-1980,Profession intermediaire,10,Oui,21+,1/semaine,7 h +,Les 2,Oui,Oui,16+,51+,200-500 
112,H,1981-1985,En recherche d'emploi,13-14,Non,21+,1/semaine,5-6 h ,MJ,Non,Oui,16+,51+,200-500 
113,H,1971-1975,Employe,11-12,Oui,21+,1/mois,5-6 h ,MJ,Non,Oui,16+,51+,500+ 
114,H,1986-1990,Etudiant,17-18,Oui,6-10,1/mois,5-6 h ,Les 2,Oui,Oui,2-5,21-30,50-100 
115,H,1971-1975,Employe,15-16,Oui,2-5,2/mois,3-4 h ,PJ,Oui,Oui,2-5,7-10,100-200 
116,H,1971-1975,Cadre +,13-14,Oui,6-10,3/an,7 h +,Les 2,Non,Oui,2-5,16-20,20-50 
117,H,1976-1980,Employe,17-18,Oui,21+,2/mois,3-4 h ,Les 2,Oui,Oui,6-10,11-15,20-50 
118,H,1976-1980,Employe,19-20,Oui,21+,1/semaine,3-4 h ,Les 2,Oui,Oui,16+,51+,100-200 
119,H,1966-1970,Cadre +,13-14,Oui,21+,1/an,5-6 h ,Les 2,Oui,Oui,16+,51+,500+ 
120,H,1981-1985,Cadre +,13-14,Non,6-10,2/mois,3-4 h ,MJ,Oui,Oui,2-5,21-30,100-200 
121,H,1976-1980,Cadre +,17-18,Oui,21+,2/mois,5-6 h ,PJ,Non,Oui,6-10,21-30,50-100 
122,F,1991-1995,Etudiant,10,Oui,2-5,2/mois,3-4 h ,Les 2,Oui,Oui,1,1,20 
123,H,1976-1980,Cadre +,11-12,Oui,21+,1/mois,5-6 h ,Les 2,Oui,Oui,16+,51+,50-100 
124,F,1986-1990,Etudiant,13-14,Non,6-10,3/an,5-6 h ,PJ,Oui,Non,,,
125,H,1976-1980,Cadre +,13-14,Oui,21+,1/mois,5-6 h ,Les 2,Oui,Oui,16+,51+,200-500 
126,H,1976-1980,Employe,11-12,Oui,21+,1/semaine,7 h +,Les 2,Oui,Oui,16+,51+,500+ 
127,H,1981-1985,Je ne souhaite pas repondre,15-16,Oui,21+,1/mois,3-4 h ,Les 2,Oui,Oui,6-10,21-30,100-200 
128,H,1971-1975,Employe,10,Non,21+,2/mois,3-4 h ,Les 2,Non,Oui,16+,51+,100-200 
129,H,1991-1995,Etudiant,13-14,Oui,6-10,1/semaine,7 h +,Les 2,Oui,Oui,2-5,2 ou 3,20-50 
130,H,1986-1990,Cadre +,17-18,Oui,21+,2/mois,5-6 h ,Les 2,Oui,Oui,6-10,31-50,200-500 
131,H,1976-1980,Cadre +,13-14,Non,21+,3/an,5-6 h ,Les 2,Oui,Oui,6-10,51+,100-200 
132,H,1981-1985,Cadre +,15-16,Non,11-20,1/an,5-6 h ,PJ,Non,Oui,2-5,7-10,20 
133,H,1981-1985,Travailleur independant,11-12,Oui,11-20,Je ne joue plus vraiment,5-6 h ,Les 2,Non,Oui,6-10,51+,20 
134,H,1996-2000,Etudiant,15-16,Oui,6-10,1/semaine,5-6 h ,Les 2,Oui,Oui,2-5,2 ou 3,20 
135,H,1981-1985,Employe,17-18,Non,2-5,Je ne joue plus vraiment,3-4 h ,MJ,Non,Oui,2-5,16-20,20 
136,H,1981-1985,Cadre +,13-14,Non,11-20,3/an,3-4 h ,Les 2,Non,Oui,2-5,11-15,20 
137,H,1981-1985,Employe,17-18,Oui,6-10,1/semaine,3-4 h ,Les 2,Non,Oui,2-5,21-30,50-100 
138,H,1976-1980,Cadre +,13-14,Oui,11-20,2/mois,3-4 h ,Les 2,Oui,Oui,16+,51+,200-500 
139,H,1986-1990,Employe,10,Oui,21+,1/semaine,5-6 h ,Les 2,Oui,Oui,6-10,51+,500+ 
140,H,1986-1990,Etudiant,15-16,Oui,11-20,3/an,3-4 h ,Les 2,Non,Oui,6-10,11-15,50-100 
141,H,1966-1970,Travailleur independant,11-12,Oui,6-10,1/semaine,7 h +,Les 2,Oui,Oui,2-5,16-20,20 
142,F,1986-1990,Je ne souhaite pas repondre,19-20,Oui,11-20,1/mois,7 h +,PJ,Oui,Oui,2-5,11-15,20 
143,H,1966-1970,Cadre +,13-14,Oui,21+,1/semaine,5-6 h ,Les 2,Oui,Oui,16+,51+,50-100 
144,H,1981-1985,Travailleur independant,10,Oui,21+,1/semaine,5-6 h ,Les 2,Oui,Oui,16+,51+,200-500 
145,F,1981-1985,Employe,17-18,Oui,21+,1/semaine,3-4 h ,PJ,Non,Oui,2-5,2 ou 3,20 
146,H,1981-1985,Cadre +,15-16,Oui,11-20,2/mois,5-6 h ,Les 2,Oui,Oui,6-10,21-30,50-100 
147,H,1971-1975,Cadre +,11-12,Non,11-20,3/an,7 h +,MJ,Non,Oui,2-5,16-20,20-50 
148,H,1986-1990,Employe,17-18,Non,11-20,1/semaine,5-6 h ,Les 2,Non,Oui,2-5,16-20,500+ 
149,F,1986-1990,Employe,21-22,Oui,6-10,1/an,5-6 h ,Les 2,Oui,Oui,6-10,7-10,20 
150,H,1976-1980,Cadre +,10,Non,6-10,Je ne joue plus vraiment,3-4 h ,Les 2,Non,Oui,1,2 ou 3,20 
151,H,1971-1975,Employe,11-12,Oui,21+,2/mois,5-6 h ,Les 2,Oui,Oui,6-10,51+,200-500 
152,H,1966-1970,Employe,15-16,Oui,6-10,2/mois,5-6 h ,Les 2,Oui,Oui,2-5,16-20,20 
153,H,1976-1980,Cadre +,19-20,Oui,11-20,1/semaine,5-6 h ,Les 2,Oui,Oui,2-5,11-15,20-50 
154,H,1971-1975,Cadre +,13-14,Oui,21+,1/mois,3-4 h ,MJ,Oui,Oui,16+,51+,200-500 
155,H,1976-1980,Je ne souhaite pas repondre,11-12,Oui,21+,1/mois,3-4 h ,MJ,Oui,Oui,16+,51+,50-100 
156,H,1971-1975,Cadre +,13-14,Oui,21+,2/mois,3-4 h ,MJ,Oui,Oui,16+,51+,200-500 
157,H,1971-1975,Employe,13-14,Oui,21+,3/an,5-6 h ,MJ,Non,Oui,16+,51+,50-100 
158,F,1971-1975,Profession intermediaire,25-30,Non,6-10,1/semaine,3-4 h ,PJ,Oui,Oui,2-5,2 ou 3,20 
159,H,1971-1975,En recherche d'emploi,11-12,Oui,21+,2/mois,7 h +,PJ,Non,Oui,16+,51+,500+ 
160,H,1986-1990,Employe,15-16,Oui,11-20,2/mois,5-6 h ,Les 2,Oui,Oui,16+,51+,100-200 
161,H,1976-1980,Employe,10,Oui,21+,2/mois,7 h +,Les 2,Non,Oui,11-15,51+,20 
162,F,1981-1985,En recherche d'emploi,13-14,Oui,21+,1/an,5-6 h ,Les 2,Oui,Oui,2-5,7-10,20 
163,F,1976-1980,Cadre +,15-16,Oui,11-20,2/mois,3-4 h ,PJ,Oui,Oui,2-5,4-6,50-100 
164,H,1961-1965,Employe,17-18,Oui,21+,Je ne joue plus vraiment,5-6 h ,Les 2,Oui,Oui,11-15,51+,20 
165,H,1976-1980,Cadre +,11-12,Non,11-20,1/semaine,5-6 h ,Les 2,Oui,Oui,2-5,31-50,20-50 
166,H,1981-1985,Cadre +,17-18,Oui,21+,2/mois,3-4 h ,Les 2,Oui,Oui,11-15,16-20,100-200 
167,H,1976-1980,Travailleur independant,10,Non,21+,1/mois,7 h +,Les 2,Oui,Oui,16+,51+,100-200 
168,H,1981-1985,Cadre +,19-20,Oui,21+,1/mois,3-4 h ,Les 2,Oui,Oui,16+,31-50,50-100 
169,H,1986-1990,Cadre +,21-22,Oui,11-20,1/semaine,3-4 h ,Les 2,Oui,Oui,2-5,21-30,200-500 
170,H,1986-1990,Cadre +,17-18,Non,2-5,1/mois,5-6 h ,PJ,Non,Oui,6-10,11-15,200-500 
171,H,1976-1980,Cadre +,11-12,Oui,21+,2/mois,3-4 h ,PJ,Non,Oui,16+,51+,500+ 
172,F,1976-1980,Cadre +,21-22,Oui,2-5,Je ne joue plus vraiment,3-4 h ,Les 2,Oui,Oui,2-5,4-6,20 
173,H,1976-1980,En recherche d'emploi,15-16,Non,11-20,2/mois,3-4 h ,MJ,Non,Oui,6-10,31-50,100-200 
174,H,1971-1975,En recherche d'emploi,10,Oui,21+,2/mois,5-6 h ,Les 2,Oui,Oui,16+,51+,200-500 
175,H,1991-1995,Cadre +,15-16,Oui,2-5,1/an,Le week end,Les 2,Oui,Oui,2-5,4-6,20 
176,F,1981-1985,Employe,25-30,Non,11-20,2/mois,5-6 h ,PJ,Non,Oui,1,1,20-50 
177,F,1986-1990,En recherche d'emploi,15-16,Oui,11-20,1/semaine,5-6 h ,Les 2,Oui,Oui,2-5,4-6,50-100 
178,H,1976-1980,Employe,11-12,Oui,21+,1/mois,5-6 h ,MJ,Non,Oui,6-10,51+,100-200 
179,H,1976-1980,Cadre +,15-16,Non,2-5,3/an,5-6 h ,PJ,Oui,Oui,2-5,11-15,20 
180,H,1976-1980,Cadre +,13-14,Oui,21+,2/mois,5-6 h ,Les 2,Non,Oui,6-10,31-50,20 
181,H,1961-1965,Travailleur independant,19-20,Oui,21+,1/semaine,3-4 h ,Les 2,Oui,Oui,2-5,21-30,20-50 
182,H,1971-1975,Employe,13-14,Oui,21+,2/mois,3-4 h ,Les 2,Oui,Oui,16+,21-30,20-50 
183,H,1981-1985,Employe,13-14,Oui,21+,3/an,3-4 h ,Les 2,Oui,Oui,2-5,21-30,100-200 
184,H,1976-1980,Cadre +,10,Oui,21+,1/mois,5-6 h ,Les 2,Oui,Oui,6-10,51+,100-200 
185,H,1971-1975,Travailleur independant,11-12,Non,2-5,Je ne joue plus vraiment,3-4 h ,Les 2,Non,Oui,2-5,4-6,20 
186,H,1986-1990,Cadre +,19-20,Oui,6-10,1/semaine,3-4 h ,Les 2,Non,Non,,,
187,F,1991-1995,Etudiant,15-16,Oui,11-20,Je ne joue plus vraiment,3-4 h ,Les 2,Oui,Oui,1,2 ou 3,20 
188,H,1976-1980,Profession intermediaire,15-16,Oui,21+,2/mois,3-4 h ,Les 2,Non,Oui,6-10,51+,100-200 
189,H,1971-1975,Employe,13-14,Non,11-20,Je ne joue plus vraiment,7 h +,Les 2,Non,Oui,6-10,51+,20 
190,H,1986-1990,Cadre +,17-18,Oui,6-10,Je ne joue plus vraiment,5-6 h ,Les 2,Non,Oui,2-5,4-6,20 
191,H,1966-1970,Travailleur independant,11-12,Oui,21+,2/mois,3-4 h ,Les 2,Oui,Oui,16+,51+,500+ 
192,H,1981-1985,Cadre +,10,Oui,11-20,3/an,5-6 h ,Les 2,Oui,Oui,6-10,31-50,100-200 
193,H,1976-1980,Travailleur independant,25-30,Oui,21+,3/an,5-6 h ,Les 2,Non,Oui,16+,51+,100-200 
194,H,1986-1990,Employe,11-12,Non,6-10,1/mois,3-4 h ,MJ,Oui,Oui,6-10,31-50,50-100 
195,F,1981-1985,Travailleur independant,10,Oui,21+,1/semaine,3-4 h ,Les 2,Oui,Oui,11-15,21-30,200-500 
196,H,1971-1975,Sans activite,11-12,Oui,11-20,1/semaine,3-4 h ,Les 2,Oui,Oui,6-10,31-50,50-100 
197,H,1966-1970,Cadre +,13-14,Oui,11-20,Je ne joue plus vraiment,7 h +,Les 2,Non,Oui,16+,51+,50-100 
198,H,1981-1985,Employe,21-22,Non,2-5,Je ne joue plus vraiment,3-4 h ,Les 2,Non,Non,,,
199,H,1986-1990,Cadre +,13-14,Oui,21+,1/semaine,7 h +,Les 2,Non,Oui,2-5,51+,50-100 
200,H,1976-1980,Profession intermediaire,10,Non,21+,1/semaine,3-4 h ,Les 2,Oui,Oui,6-10,51+,20-50 
201,H,1986-1990,Cadre +,11-12,Oui,2-5,2/mois,3-4 h ,Les 2,Non,Oui,1,2 ou 3,20 
202,H,1976-1980,Cadre +,13-14,Oui,21+,1/mois,7 h +,Les 2,Oui,Oui,16+,51+,200-500 
203,F,1986-1990,Je ne souhaite pas repondre,17-18,Oui,21+,Je ne joue plus vraiment,5-6 h ,PJ,Oui,Oui,2-5,7-10,20 
204,H,1971-1975,Employe,15-16,Oui,6-10,3/an,7 h +,PJ,Non,Oui,2-5,4-6,20 
205,H,1986-1990,Etudiant,10,Non,11-20,1/semaine,5-6 h ,Les 2,Oui,Oui,2-5,2 ou 3,20 
206,H,1976-1980,Cadre +,19-20,Non,11-20,2/mois,5-6 h ,Les 2,Non,Oui,6-10,31-50,100-200 
207,H,1986-1990,Cadre +,17-18,Oui,21+,3/an,5-6 h ,Les 2,Oui,Oui,6-10,16-20,20-50 
208,H,1971-1975,Cadre +,13-14,Oui,11-20,1/mois,5-6 h ,Les 2,Oui,Oui,2-5,11-15,100-200 
209,H,1986-1990,Employe,15-16,Oui,6-10,1/semaine,7 h +,Les 2,Oui,Oui,2-5,7-10,100-200 
210,H,1976-1980,Cadre +,11-12,Oui,11-20,2/mois,5-6 h ,Les 2,Oui,Oui,11-15,51+,100-200 
211,H,1966-1970,Profession intermediaire,17-18,Non,11-20,1/mois,5-6 h ,Les 2,Non,Oui,2-5,51+,200-500 
212,H,1971-1975,Etudiant,13-14,Oui,21+,3/an,5-6 h ,Les 2,Non,Oui,16+,51+,100-200 
213,H,1971-1975,Cadre +,11-12,Oui,21+,1/mois,7 h +,MJ,Non,Oui,16+,51+,200-500 
214,H,1981-1985,Etudiant,10,Oui,11-20,Je ne joue plus vraiment,7 h +,Les 2,Non,Oui,11-15,51+,20 
215,H,1976-1980,Cadre +,13-14,Non,11-20,1/mois,5-6 h ,Les 2,Oui,Oui,6-10,31-50,50-100 
216,H,1981-1985,Employe,11-12,Oui,21+,3/an,5-6 h ,Les 2,Oui,Oui,16+,51+,20 
